CVE,CVSS3,EPSS,EPSS Percentile,Description,Date
CVE-2019-11634,9.8,0.59561,0.98159,Citrix Workspace Application and Receiver for Windows contains remote code execution vulnerability resulting from local drive access preferences not being enforced into the clients' local drives.,2021-11-03
CVE-2020-29557,9.8,0.91694,0.99669,D-Link DIR-825 R1 devices contain a buffer overflow vulnerability in the web interface that may allow for remote code execution.,2021-11-03
CVE-2020-25506,9.8,0.93863,0.99858,D-Link DNS-320 device contains a command injection vulnerability in the sytem_mgr.cgi component that may allow for remote code execution.,2021-11-03
CVE-2018-15811,7.5,0.75191,0.98829,DotNetNuke (DNN) contains an inadequate encryption strength vulnerability resulting from the use of a weak encryption algorithm to protect input parameters.,2021-11-03
CVE-2018-18325,7.5,0.76118,0.98874,DotNetNuke (DNN) contains an inadequate encryption strength vulnerability resulting from the use of a weak encryption algorithm to protect input parameters. This CVE ID resolves an incomplete patch for CVE-2018-15811.,2021-11-03
CVE-2019-15752,7.8,0.59783,0.98171,Docker Desktop Community Edition contains a vulnerability that may allow local users to escalate privileges by placing a trojan horse docker-credential-wincred.exe file in %PROGRAMDATA%\DockerDesktop\version-bin\.,2021-11-03
CVE-2020-8515,9.8,0.94357,0.99955,"DrayTek Vigor3900, Vigor2960, and Vigor300B routers contain an unspecified vulnerability that allows for remote code execution.",2021-11-03
CVE-2018-7600,9.8,0.9447,0.99996,"Drupal Core contains a remote code execution vulnerability that could allow an attacker to exploit multiple attack vectors on a Drupal site, resulting in complete site compromise.",2021-11-03
CVE-2021-22205,10.0,0.94467,0.99995,"GitHub Community and Enterprise Editions that utilize the ability to upload images through GitLab Workhorse are vulnerable to remote code execution. Workhorse passes image file extensions through ExifTool, which improperly validates the image files.",2021-11-03
CVE-2018-6789,9.8,0.84957,0.99295,Exim contains a buffer overflow vulnerability in the base64d function part of the SMTP listener that may allow for remote code execution.,2021-11-03
CVE-2020-8657,9.8,0.85174,0.99305,"EyesOfNetwork contains a use of hard-coded credentials vulnerability, as it uses the same API key by default. Exploitation allows an attacker to calculate or guess the admin access token.",2021-11-03
CVE-2020-8655,7.8,0.84094,0.99262,EyesOfNetwork contains an improper privilege management vulnerability that may allow a user to run commands as root via a crafted Nmap Scripting Engine (NSE) script to nmap7.,2021-11-03
CVE-2020-5902,9.8,0.94442,0.99988,F5 BIG-IP Traffic Management User Interface (TMUI) contains a remote code execution vulnerability in undisclosed pages.,2021-11-03
CVE-2021-22986,9.8,0.94485,0.99999,"F5 BIG-IP and BIG-IQ Centralized Management contain a remote code execution vulnerability in the iControl REST interface that allows unauthenticated attackers with network access to execute system commands, create or delete files, and disable services.",2021-11-03
CVE-2021-35464,9.8,0.94386,0.99965,"ForgeRock Access Management (AM) Core Server allows an attacker who sends a specially crafted HTTP request to one of three endpoints (/ccversion/Version, /ccversion/Masthead, or /ccversion/ButtonFrame) to execute code in the context of the current user (unless ForgeRock AM is running as root user, which the vendor does not recommend).",2021-11-03
CVE-2019-5591,6.5,0.03504,0.87162,Fortinet FortiOS contains a default configuration vulnerability that may allow an unauthenticated attacker on the same subnet to intercept sensitive information by impersonating the Lightweight Directory Access Protocol (LDAP) server.,2021-11-03
CVE-2020-12812,9.8,0.45376,0.97507,Fortinet FortiOS SSL VPN contains an improper authentication vulnerability that may allow a user to login successfully without being prompted for the second factor of authentication (FortiToken) if they change the case in their username.,2021-11-03
CVE-2018-13379,9.8,0.94473,0.99997,Fortinet FortiOS SSL VPN web portal contains a path traversal vulnerability that may allow an unauthenticated attacker to download FortiOS system files through specially crafted HTTP resource requests.,2021-11-03
CVE-2020-16010,8.8,0.14474,0.94162,"Google Chrome for Android UI contains a heap buffer overflow vulnerability that allows a remote attacker, who has compromised the renderer process, to potentially perform a sandbox escape via a crafted HTML page.",2021-11-03
CVE-2020-15999,9.6,0.93154,0.99784,"Google Chrome uses FreeType, an open-source software library to render fonts, which contains a heap buffer overflow vulnerability in the function Load_SBit_Png when processing PNG images embedded into fonts. This vulnerability is part of an exploit chain with CVE-2020-17087 on Windows and CVE-2020-16010 on Android.",2021-11-03
CVE-2021-21166,8.8,0.41931,0.97322,"Google Chromium contains a race condition vulnerability that allows a remote attacker to potentially exploit heap corruption via a crafted HTML page. This vulnerability could affect multiple web browsers that utilize Chromium, including, but not limited to, Google Chrome, Microsoft Edge, and Opera.",2021-11-03
CVE-2020-16017,9.6,0.22177,0.95564,"Google Chrome contains a use-after-free vulnerability that allows a remote attacker, who has compromised the renderer process, to potentially perform a sandbox escape via a crafted HTML page.  ",2021-11-03
CVE-2021-37976,6.5,0.11445,0.93317,"Google Chromium contains an information disclosure vulnerability within the core memory component that allows a remote attacker to obtain potentially sensitive information from process memory via a crafted HTML page. This vulnerability could affect multiple web browsers that utilize Chromium, including, but not limited to, Google Chrome, Microsoft Edge, and Opera.",2021-11-03
CVE-2020-16009,8.8,0.80976,0.99112,"Google Chromium V8 Engine contains a type confusion vulnerability that allows a remote attacker to potentially exploit heap corruption via a crafted HTML page. This vulnerability could affect multiple web browsers that utilize Chromium, including, but not limited to, Google Chrome, Microsoft Edge, and Opera.",2021-11-03
CVE-2021-30632,8.8,0.84245,0.99268,"Google Chromium V8 Engine contains an out-of-bounds write vulnerability that allows a remote attacker to potentially exploit heap corruption via a crafted HTML page. This vulnerability could affect multiple web browsers that utilize Chromium, including, but not limited to, Google Chrome, Microsoft Edge, and Opera.",2021-11-03
CVE-2020-16013,8.8,0.25986,0.96058,"Google Chromium V8 Engine contains an inappropriate implementation vulnerability that allows a remote attacker to potentially exploit heap corruption via a crafted HTML page. This vulnerability could affect multiple web browsers that utilize Chromium, including, but not limited to, Google Chrome, Microsoft Edge, and Opera.",2021-11-03
CVE-2021-30633,9.6,0.46777,0.97579,"Google Chromium Indexed DB API contains a use-after-free vulnerability that allows a remote attacker, who has compromised the renderer process, to potentially perform a sandbox escape via a crafted HTML page. This vulnerability could affect multiple web browsers that utilize Chromium, including, but not limited to, Google Chrome, Microsoft Edge, and Opera.",2021-11-03
CVE-2021-21148,8.8,0.50292,0.97744,"Google Chromium V8 Engine contains a heap buffer overflow vulnerability that allows a remote attacker to potentially exploit heap corruption via a crafted HTML page. This vulnerability could affect multiple web browsers that utilize Chromium, including, but not limited to, Google Chrome, Microsoft Edge, and Opera.",2021-11-03
CVE-2021-37973,9.6,0.19205,0.95107,"Google Chromium Portals contains a use-after-free vulnerability that allows a remote attacker, who has compromised the renderer process, to potentially perform a sandbox escape via a crafted HTML page. This vulnerability affects web browsers that utilize Chromium, including Google Chrome and Microsoft Edge.",2021-11-03
CVE-2021-30551,8.8,0.67595,0.98507,"Google Chromium V8 Engine contains a type confusion vulnerability that allows a remote attacker to potentially exploit heap corruption via a crafted HTML page. This vulnerability could affect multiple web browsers that utilize Chromium, including, but not limited to, Google Chrome, Microsoft Edge, and Opera.",2021-11-03
CVE-2021-37975,8.8,0.56103,0.98004,"Google Chromium V8 Engine contains a use-after-free vulnerability that allows a remote attacker to potentially exploit heap corruption via a crafted HTML page. This vulnerability could affect multiple web browsers that utilize Chromium, including, but not limited to, Google Chrome, Microsoft Edge, and Opera.",2021-11-03
CVE-2020-6418,8.8,0.86766,0.99384,"Google Chromium V8 Engine contains a type confusion vulnerability allows a remote attacker to potentially exploit heap corruption via a crafted HTML page. This vulnerability could affect multiple web browsers that utilize Chromium, including, but not limited to, Google Chrome, Microsoft Edge, and Opera.",2021-11-03
CVE-2021-30554,8.8,0.24629,0.95907,"Google Chromium WebGL contains a use-after-free vulnerability that allows a remote attacker to potentially exploit heap corruption via a crafted HTML page. This vulnerability could affect multiple web browsers that utilize Chromium, including, but not limited to, Google Chrome, Microsoft Edge, and Opera.",2021-11-03
CVE-2021-21206,8.8,0.12795,0.93739,"Google Chromium Blink contains a use-after-free vulnerability that allows a remote attacker to potentially exploit heap corruption via a crafted HTML page. This vulnerability could affect multiple web browsers that utilize Chromium, including, but not limited to, Google Chrome, Microsoft Edge, and Opera.",2021-11-03
CVE-2021-38000,6.1,0.03375,0.86892,"Google Chromium Intents contains an improper input validation vulnerability that allows a remote attacker to arbitrarily browser to a malicious URL via a crafted HTML page. This vulnerability could affect multiple web browsers that utilize Chromium, including, but not limited to, Google Chrome, Microsoft Edge, and Opera.",2021-11-03
CVE-2021-38003,8.8,0.764,0.98887,"Google Chromium V8 Engine has a bug in JSON.stringify, where the internal TheHole value can leak to script code, causing memory corruption. This vulnerability could affect multiple web browsers that utilize Chromium, including, but not limited to, Google Chrome, Microsoft Edge, and Opera.",2021-11-03
CVE-2021-21224,8.8,0.66739,0.98471,"Google Chromium V8 Engine contains a type confusion vulnerability that allows a remote attacker to execute code inside a sandbox via a crafted HTML page. This vulnerability could affect multiple web browsers that utilize Chromium, including, but not limited to, Google Chrome, Microsoft Edge, and Opera.",2021-11-03
CVE-2021-21193,8.8,0.12582,0.93682,"Google Chromium Blink contains a use-after-free vulnerability that allows a remote attacker to potentially exploit heap corruption via a crafted HTML page. This vulnerability could affect multiple web browsers that utilize Chromium, including, but not limited to, Google Chrome, Microsoft Edge, and Opera.",2021-11-03
CVE-2021-21220,8.8,0.92805,0.99752,"Google Chromium V8 Engine contains an improper input validation vulnerability that allows a remote attacker to potentially exploit heap corruption via a crafted HTML page. This vulnerability could affect multiple web browsers that utilize Chromium, including, but not limited to, Google Chrome, Microsoft Edge, and Opera.",2021-11-03
CVE-2021-30563,8.8,0.11431,0.9331,"Google Chromium V8 Engine contains a type confusion vulnerability that allows a remote attacker to potentially exploit heap corruption via a crafted HTML page. This vulnerability could affect multiple web browsers that utilize Chromium, including, but not limited to, Google Chrome, Microsoft Edge, and Opera.",2021-11-03
CVE-2020-4430,4.3,0.55164,0.97959,IBM Data Risk Manager contains a directory traversal vulnerability that could allow a remote authenticated attacker to traverse directories and send a specially crafted URL request to download arbitrary files from the system.,2021-11-03
CVE-2020-4427,9.8,0.51006,0.97769,"IBM Data Risk Manager contains a security bypass vulnerability that could allow a remote attacker to bypass security restrictions when configured with SAML authentication. By sending a specially crafted HTTP request, an attacker could exploit this vulnerability to bypass the authentication process and gain full administrative access to the system.",2021-11-03
CVE-2020-4428,9.1,0.48308,0.97645,"IBM Data Risk Manager contains an unspecified vulnerability which could allow a remote, authenticated attacker to execute commands on the system.�",2021-11-03
CVE-2019-4716,9.8,0.79699,0.9905,"IBM Planning Analytics is vulnerable to a configuration overwrite that allows an unauthenticated user to login as ""admin"", and then execute code as root or SYSTEM via TM1 scripting.",2021-11-03
CVE-2020-15505,9.8,0.94388,0.99965,"Ivanti MobileIron's Core & Connector, Sentry, and Monitor and Reporting Database (RDB) products contain an unspecified vulnerability that allows for remote code execution.",2021-11-03
CVE-2021-30116,9.8,0.18048,0.94896,Kaseya Virtual System/Server Administrator (VSA) contains an information disclosure vulnerability allowing an attacker to obtain the sessionId that can be used to execute further attacks against the system.,2021-11-03
CVE-2020-7961,9.8,0.94412,0.99975,Liferay Portal contains a deserialization of untrusted data vulnerability that allows remote attackers to execute code via JSON web services.,2021-11-03
CVE-2021-23874,7.8,0.00833,0.73633,"McAfee Total Protection (MTP) contains an improper privilege management vulnerability that allows a local user to gain elevated privileges and execute code, bypassing MTP self-defense.",2021-11-03
CVE-2021-22506,7.5,0.37554,0.97066,Micro Focus Access Manager contains an information leakage vulnerability resulting from a SAML service provider redirection issue when the Assertion Consumer Service URL is used.,2021-11-03
CVE-2021-22502,9.8,0.93981,0.99876,Micro Focus Operation Bridge Report (OBR) contains an unspecified vulnerability that allows for remote code execution.,2021-11-03
CVE-2021-38647,,0.94342,0.99946,Microsoft Open Management Infrastructure (OMI) within Azure VM Management Extensions contains an unspecified vulnerability allowing remote code execution.,2021-11-03
CVE-2020-0878,,0.21619,0.9549,Microsoft Edge and Internet Explorer contain a memory corruption vulnerability that allows attackers to execute code in the context of the current user.,2021-11-03
CVE-2021-31955,,0.14556,0.94183,Microsoft Windows Kernel contains an unspecified vulnerability that allows for information disclosure. Successful exploitation allows attackers to read the contents of kernel memory from a user-mode process.,2021-11-03
CVE-2021-1647,,0.74903,0.98818,Microsoft Defender contains an unspecified vulnerability that allows for remote code execution.,2021-11-03
CVE-2021-33739,,0.14018,0.94059,Microsoft Desktop Window Manager (DWM) Core Library contains an unspecified vulnerability that allows for privilege escalation.,2021-11-03
CVE-2020-0683,7.8,0.32042,0.96662,"Microsoft Windows Installer contains a privilege escalation vulnerability when MSI packages process symbolic links, which allows attackers to bypass access restrictions to add or remove files.",2021-11-03
CVE-2020-17087,,0.16195,0.94544,Microsoft Windows kernel contains an unspecified vulnerability that allows for privilege escalation.,2021-11-03
CVE-2021-33742,,0.54142,0.97915,Microsoft Windows MSHTML Platform contains an unspecified vulnerability that allows for remote code execution.,2021-11-03
CVE-2021-31199,,0.00446,0.62546,Microsoft Enhanced Cryptographic Provider contains an unspecified vulnerability that allows for privilege escalation.,2021-11-03
CVE-2021-33771,,0.01807,0.82055,Microsoft Windows kernel contains an unspecified vulnerability that allows for privilege escalation.,2021-11-03
CVE-2021-31956,,0.8788,0.99442,Microsoft Windows New Technology File System (NTFS) contains an unspecified vulnerability that allows attackers to escalate privileges via a specially crafted application.,2021-11-03
CVE-2021-31201,,0.00187,0.40819,Microsoft Enhanced Cryptographic Provider contains an unspecified vulnerability that allows for privilege escalation.,2021-11-03
CVE-2021-31979,,0.00957,0.7547,Microsoft Windows kernel contains an unspecified vulnerability that allows for privilege escalation.,2021-11-03
CVE-2020-0938,7.8,0.8745,0.99418,"Microsoft Windows Adobe Font Manager Library contains an unspecified vulnerability when handling specially crafted multi-master fonts (Adobe Type 1 PostScript format) that allows for remote code execution for all systems except Windows 10. For systems running Windows 10, an attacker who successfully exploited the vulnerability could execute code in an AppContainer sandbox context with limited privileges and capabilities.",2021-11-03
CVE-2020-17144,,0.92716,0.99744,Microsoft Exchange Server improperly validates cmdlet arguments which allow an attacker to perform remote code execution.,2021-11-03
CVE-2020-0986,7.8,0.19295,0.95123,Microsoft Windows kernel contains an unspecified vulnerability when handling objects in memory that allows attackers to escalate privileges and execute code in kernel mode.,2021-11-03
CVE-2020-1020,8.8,0.8787,0.9944,"Microsoft Windows Adobe Font Manager Library contains an unspecified vulnerability when handling specially crafted multi-master fonts (Adobe Type 1 PostScript format) that allows for remote code execution for all systems except Windows 10. For systems running Windows 10, an attacker who successfully exploited the vulnerability could execute code in an AppContainer sandbox context with limited privileges and capabilities.",2021-11-03
CVE-2021-38645,,0.24784,0.95921,Microsoft Open Management Infrastructure (OMI) within Azure VM Management Extensions contains an unspecified vulnerability that allows for privilege escalation.,2021-11-03
CVE-2021-34523,,0.9401,0.99882,Microsoft Exchange Server contains an unspecified vulnerability that allows for privilege escalation.,2021-11-03
CVE-2021-36948,,0.00113,0.30632,Microsoft Windows Update Medic Service contains an unspecified vulnerability that allows for privilege escalation.,2021-11-03
CVE-2021-38649,,0.16654,0.94647,Microsoft Open Management Infrastructure (OMI) within Azure VM Management Extensions contains an unspecified vulnerability allowing privilege escalation.,2021-11-03
CVE-2020-0688,8.8,0.94351,0.99953,"Microsoft Exchange Server Validation Key fails to properly create unique keys at install time, allowing for remote code execution.",2021-11-03
CVE-2019-0708,9.8,0.94439,0.99986,"Microsoft Remote Desktop Services, formerly known as Terminal Service, contains an unspecified vulnerability that allows an unauthenticated attacker to connect to the target system using RDP and send specially crafted requests. Successful exploitation allows for remote code execution. The vulnerability is also known under the moniker of BlueKeep.",2021-11-03
CVE-2021-34473,,0.94257,0.99924,Microsoft Exchange Server contains an unspecified vulnerability that allows for remote code execution.,2021-11-03
CVE-2020-1464,,0.05831,0.90185,"Microsoft Windows contains a spoofing vulnerability when Windows incorrectly validates file signatures, allowing an attacker to bypass security features and load improperly signed files.",2021-11-03
CVE-2021-1732,,0.90196,0.9957,Microsoft Win32k contains an unspecified vulnerability that allows for privilege escalation.,2021-11-03
CVE-2021-34527,,0.94265,0.99927,Microsoft Windows Print Spooler contains an unspecified vulnerability due to the Windows Print Spooler service improperly performing privileged file operations. Successful exploitation allows an attacker to perform remote code execution with SYSTEM privileges. The vulnerability is also known under the moniker of PrintNightmare.,2021-11-03
CVE-2021-31207,,0.93871,0.99861,Microsoft Exchange Server contains an unspecified vulnerability that allows for security feature bypass.,2021-11-03
CVE-2019-0803,7.8,0.8507,0.99298,Microsoft Win32k contains an unspecified vulnerability due to it failing to properly handle objects in memory causing privilege escalation. Successful exploitation allows an attacker to run code in kernel mode.,2021-11-03
CVE-2020-1040,9.0,0.00431,0.61719,Microsoft Hyper-V RemoteFX vGPU contains an improper input validation vulnerability due to the host server failing to properly validate input from an authenticated user on a guest operating system. Successful exploitation allows for remote code execution on the host operating system.,2021-11-03
CVE-2021-28310,,0.26523,0.96118,Microsoft Windows Win32k contains an unspecified vulnerability that allows for privilege escalation.,2021-11-03
CVE-2020-1350,10.0,0.93577,0.99827,"Microsoft Windows DNS Servers fail to properly handle requests, allowing an attacker to perform remote code execution in the context of the Local System Account. The vulnerability is also known under the moniker of SIGRed.",2021-11-03
CVE-2021-26411,,0.88999,0.99503,Microsoft Internet Explorer contains an unspecified vulnerability that allows for memory corruption.,2021-11-03
CVE-2019-0859,7.8,0.10419,0.92915,Microsoft Win32k fails to properly handle objects in memory causing privilege escalation. Successful exploitation allows an attacker to run code in kernel mode.,2021-11-03
CVE-2021-40444,,0.94291,0.99931,Microsoft MSHTML contains a unspecified vulnerability that allows for remote code execution.,2021-11-03
CVE-2018-8653,7.5,0.35296,0.96909,"Microsoft Internet Explorer contains a memory corruption vulnerability due to how the Scripting Engine handles objects in memory, leading to remote code execution.",2021-11-03
CVE-2019-0797,7.8,0.03108,0.86296,Microsoft Win32k contains a privilege escalation vulnerability when the Win32k component fails to properly handle objects in memory. Successful exploitation allows an attacker to execute code in kernel mode.,2021-11-03
CVE-2021-36942,,0.93632,0.99833,Microsoft Windows Local Security Authority (LSA) contains a spoofing vulnerability allowing an unauthenticated attacker to call a method on the LSARPC interface and coerce the domain controller to authenticate against another server using NTLM.,2021-11-03
CVE-2019-1215,7.8,0.03053,0.86165,"Microsoft Windows contains an unspecified vulnerability due to the way ws2ifsl.sys (Winsock) handles objects in memory, allowing for privilege escalation. Successful exploitation allows an attacker to execute code with elevated privileges.",2021-11-03
CVE-2018-0798,8.8,0.9418,0.99911,Microsoft Office contains a memory corruption vulnerability due to the way objects are handled in memory. Successful exploitation allows for remote code execution in the context of the current user. This vulnerability is known to be chained with CVE-2018-0802.,2021-11-03
CVE-2018-0802,7.8,0.93929,0.99869,Microsoft Office contains a memory corruption vulnerability due to the way objects are handled in memory. Successful exploitation allows for remote code execution in the context of the current user. This vulnerability is known to be chained with CVE-2018-0798.,2021-11-03
CVE-2021-27085,,0.03307,0.86743,Microsoft Internet Explorer contains an unspecified vulnerability that allows for remote code execution.,2021-11-03
CVE-2019-0541,8.8,0.84144,0.99263,Microsoft MSHTML engine contains an improper input validation vulnerability that allows for remote code execution vulnerability.,2021-11-03
CVE-2020-0674,7.5,0.93869,0.9986,Microsoft Internet Explorer contains a memory corruption vulnerability due to the way the Scripting Engine handles objects in memory. Successful exploitation could allow remote code execution in the context of the current user.,2021-11-03
CVE-2021-27059,,0.0161,0.80969,Microsoft Office contains an unspecified vulnerability that allows for remote code execution.,2021-11-03
CVE-2019-1367,7.5,0.87865,0.9944,Microsoft Internet Explorer contains a memory corruption vulnerability in how the scripting engine handles objects in memory. Successful exploitation allows for remote code execution in the context of the current user.,2021-11-03
CVE-2020-1380,,0.86305,0.99358,Microsoft Internet Explorer contains a memory corruption vulnerability which can allow for remote code execution in the context of the current user.,2021-11-03
CVE-2019-1429,7.5,0.83137,0.99214,Microsoft Internet Explorer contains a memory corruption vulnerability which can allow for remote code execution in the context of the current user.,2021-11-03
CVE-2020-0968,7.5,0.43238,0.97402,"Microsoft Internet Explorer contains a memory corruption vulnerability due to how the Scripting Engine handles objects in memory, leading to remote code execution.",2021-11-03
CVE-2020-1472,,0.94448,0.9999,Microsoft's Netlogon Remote Protocol (MS-NRPC) contains a privilege escalation vulnerability when an attacker establishes a vulnerable Netlogon secure channel connection to a domain controller. An attacker who successfully exploits the vulnerability could run a specially crafted application on a device on the network. The vulnerability is also known under the moniker of Zerologon.,2021-11-03
CVE-2021-26855,,0.94344,0.99948,Microsoft Exchange Server contains an unspecified vulnerability that allows for remote code execution. This vulnerability is part of the ProxyLogon exploit chain.,2021-11-03
CVE-2021-26858,,0.75176,0.98828,Microsoft Exchange Server contains an unspecified vulnerability that allows for remote code execution. This vulnerability is part of the ProxyLogon exploit chain.,2021-11-03
CVE-2021-27065,,0.94202,0.99913,Microsoft Exchange Server contains an unspecified vulnerability that allows for remote code execution. This vulnerability is part of the ProxyLogon exploit chain.,2021-11-03
CVE-2020-1054,7.8,0.76997,0.98918,Microsoft Win32k contains a privilege escalation vulnerability when the Windows kernel-mode driver fails to properly handle objects in memory. Successful exploitation allows an attacker to execute code in kernel mode.,2021-11-03
CVE-2021-1675,,0.94349,0.99952,Microsoft Windows Print Spooler contains an unspecified vulnerability that allows for remote code execution.,2021-11-03
CVE-2021-34448,,0.02062,0.8316,Microsoft Windows Scripting Engine contains an unspecified vulnerability that allows for memory corruption.,2021-11-03
CVE-2020-0601,8.1,0.94034,0.99887,"Microsoft Windows CryptoAPI (Crypt32.dll) contains a spoofing vulnerability in the way it validates Elliptic Curve Cryptography (ECC) certificates. An attacker could exploit the vulnerability by using a spoofed code-signing certificate to sign a malicious executable, making it appear the file was from a trusted, legitimate source. A successful exploit could also allow the attacker to conduct man-in-the-middle attacks and decrypt confidential information on user connections to the affected software. The vulnerability is also known under the moniker of CurveBall.",2021-11-03
CVE-2019-0604,9.8,0.94436,0.99984,Microsoft SharePoint fails to check the source markup of an application package. An attacker who successfully exploits the vulnerability could run remote code in the context of the SharePoint application pool and the SharePoint server farm account.,2021-11-03
CVE-2020-0646,9.8,0.93393,0.99808,Microsoft .NET Framework contains an improper input validation vulnerability that allows for remote code execution.,2021-11-03
CVE-2019-0808,7.8,0.52291,0.97822,Microsoft Win32k contains a privilege escalation vulnerability due to the component failing to properly handle objects in memory. Successful exploitation allows an attacker to run code in kernel mode.,2021-11-03
CVE-2021-26857,,0.09641,0.9257,Microsoft Exchange Server contains an unspecified vulnerability that allows for remote code execution. This vulnerability is part of the ProxyLogon exploit chain.,2021-11-03
CVE-2020-1147,7.8,0.92848,0.99756,"Microsoft .NET Framework, Microsoft SharePoint, and Visual Studio contain a remote code execution vulnerability when the software fails to check the source markup of XML file input. Successful exploitation allows an attacker to execute code in the context of the process responsible for deserialization of the XML content.",2021-11-03
CVE-2019-1214,7.8,0.11567,0.9336,Microsoft Windows Common Log File System (CLFS) driver improperly handles objects in memory which can allow for privilege escalation.,2021-11-03
CVE-2019-0863,7.8,0.14165,0.94091,"Microsoft Windows Error Reporting (WER) contains a privilege escalation vulnerability due to the way it handles files, allowing for code execution in kernel mode.",2021-11-03
CVE-2021-36955,,0.18971,0.95063,Microsoft Windows Common Log File System (CLFS) driver contains an unspecified vulnerability that allows for privilege escalation.,2021-11-03
CVE-2021-38648,,0.25851,0.96044,Microsoft Open Management Infrastructure (OMI) within Azure VM Management Extensions contains an unspecified vulnerability allowing privilege escalation.,2021-11-03
CVE-2020-6819,8.1,0.0035,0.56744,"Mozilla Firefox and Thunderbird contain a race condition vulnerability when running the nsDocShell destructor under certain conditions. The race condition creates a use-after-free vulnerability, causing unspecified impacts.",2021-11-03
CVE-2020-6820,8.1,0.04405,0.88581,"Mozilla Firefox and Thunderbird contain a race condition vulnerability when handling a ReadableStream under certain conditions. The race condition creates a use-after-free vulnerability, causing unspecified impacts.",2021-11-03
CVE-2019-17026,8.8,0.48798,0.97669,Mozilla Firefox and Thunderbird contain a type confusion vulnerability due to incorrect alias information in the IonMonkey JIT compiler when setting array elements.,2021-11-03
CVE-2019-15949,8.8,0.8719,0.99406,Nagios XI contains a remote code execution vulnerability in which a user can modify the check_plugin executable and insert malicious commands to execute as root.,2021-11-03
CVE-2020-26919,9.8,0.93066,0.99775,Netgear JGS516PE devices contain a missing function level access control vulnerability.,2021-11-03
CVE-2019-19356,7.5,0.88896,0.99496,Netis WF2419 devices contains an unspecified vulnerability that allows an attacker to perform remote code execution as root through the router's web management page.,2021-11-03
CVE-2020-2555,9.8,0.93156,0.99784,"Multiple Oracle products contain a remote code execution vulnerability that allows an unauthenticated attacker with network access via T3 or HTTP to takeover the affected system. Impacted Oracle products: Oracle Coherence in Fusion Middleware, Oracle Utilities Framework, Oracle Retail Assortment Planning, Oracle Commerce, Oracle Communications Diameter Signaling Router (DSR).",2021-11-03
CVE-2020-14871,,0.89803,0.99543,"Oracle Solaris and Oracle ZFS Storage Appliance Kit contain an unspecified vulnerability causing high impacts to confidentiality, integrity, and availability of affected systems.",2021-11-03
CVE-2020-14750,,0.94435,0.99983,Oracle WebLogic Server contains an unspecified vulnerability allowing an unauthenticated attacker to perform remote code execution. This vulnerability is related to CVE-2020-14882.,2021-11-03
CVE-2020-14882,,0.94454,0.99992,"Oracle WebLogic Server contains an unspecified vulnerability, which is assessed to allow for remote code execution, based on this vulnerability being related to CVE-2020-14750.",2021-11-03
CVE-2020-14883,,0.94437,0.99985,"Oracle WebLogic Server contains an unspecified vulnerability in the Console component with high impacts to confidentilaity, integrity, and availability.",2021-11-03
CVE-2020-8644,9.8,0.93305,0.99801,PlaySMS contains a server-side template injection vulnerability that allows for remote code execution.,2021-11-03
CVE-2019-18935,9.8,0.93471,0.99814,Progress Telerik UI for ASP.NET AJAX contains a deserialization of untrusted data vulnerability through RadAsyncUpload which leads to code execution on the server in the context of the w3wp.exe process.,2021-11-03
CVE-2021-22893,10.0,0.93511,0.9982,"Ivanti Pulse Connect Secure contains a use-after-free vulnerability that allow a remote, unauthenticated attacker to execute code via license services.",2021-11-03
CVE-2020-8243,7.2,0.22622,0.95622,Ivanti Pulse Connect Secure contains an unspecified vulnerability in the admin web interface that could allow an authenticated attacker to upload a custom template to perform code execution.,2021-11-03
CVE-2021-22900,7.2,0.01668,0.81334,Ivanti Pulse Connect Secure contains an unrestricted file upload vulnerability that allows an authenticated administrator to perform a file write via a maliciously crafted archive upload in the administrator web interface.,2021-11-03
CVE-2021-22894,8.8,0.49665,0.97718,Ivanti Pulse Connect Secure Collaboration Suite contains a buffer overflow vulnerabilities that allows a remote authenticated users to execute code as the root user via maliciously crafted meeting room.,2021-11-03
CVE-2020-8260,7.2,0.70356,0.98619,Pulse Connect Secure contains an unspecified vulnerability that allows an authenticated attacker to perform code execution using uncontrolled gzip extraction.,2021-11-03
CVE-2021-22899,8.8,0.44951,0.97487,Ivanti Pulse Connect Secure contains a command injection vulnerability that allows remote authenticated users to perform remote code execution via Windows File Resource Profiles.,2021-11-03
CVE-2019-11510,10.0,0.94447,0.99989,Ivanti Pulse Connect Secure contains an arbitrary file read vulnerability that allows an unauthenticated remote attacker with network access via HTTPS to send a specially crafted URI.,2021-11-03
CVE-2019-11539,7.2,0.9371,0.99841,Ivanti Pulse Connect Secure and Policy Secure allows an authenticated attacker from the admin web interface to inject and execute commands.,2021-11-03
CVE-2021-1906,5.5,0.00126,0.32719,Multiple Qualcomm chipsets contain a detection of error condition without action vulnerability when improper handling of address deregistration on failure can lead to new GPU address allocation failure.,2021-11-03
CVE-2021-1905,7.8,0.01081,0.76897,Multiple Qualcomm Chipsets contain a use after free vulnerability due to improper handling of memory mapping of multiple processes simultaneously.,2021-11-03
CVE-2020-10221,8.8,0.9106,0.99623,rConfig lib/ajaxHandlers/ajaxAddTemplate.php contains an OS command injection vulnerability that allows remote attackers to execute OS commands via shell metacharacters in the fileName POST parameter.,2021-11-03
